,game_ids,home_ids,away_ids
2259,0020901036,1610612752,1610612745
2260,0020901037,1610612754,1610612760
2261,0020901038,1610612737,1610612759
2262,0020901039,1610612746,1610612758
2263,0020901040,1610612739,1610612765
2264,0020901041,1610612747,1610612764
2265,0020901042,1610612756,1610612757
2266,0020901043,1610612755,1610612753
2267,0020901044,1610612751,1610612748
2268,0020901045,1610612741,1610612745
2269,0020901046,1610612749,1610612737
2270,0020901047,1610612750,1610612761
2271,0020901048,1610612740,1610612742
2272,0020901049,1610612760,1610612759
2273,0020901050,1610612762,1610612738
2274,0020901051,1610612758,1610612763
2275,0020901052,1610612744,1610612756
2276,0020901053,1610612764,1610612766
2277,0020901054,1610612765,1610612754
2278,0020901055,1610612752,1610612743
2279,0020901056,1610612742,1610612746
2280,0020901057,1610612737,1610612753
2281,0020901058,1610612738,1610612743
2282,0020901059,1610612766,1610612750
2283,0020901060,1610612754,1610612764
2284,0020901061,1610612761,1610612762
2285,0020901062,1610612751,1610612758
2286,0020901063,1610612749,1610612755
2287,0020901064,1610612740,1610612739
2288,0020901065,1610612760,1610612745
2289,0020901066,1610612759,1610612747
2290,0020901067,1610612744,1610612763
2291,0020901068,1610612741,1610612748
2292,0020901069,1610612745,1610612746
2293,0020901070,1610612757,1610612742
2294,0020901071,1610612766,1610612764
2295,0020901072,1610612754,1610612762
2296,0020901073,1610612753,1610612750
2297,0020901074,1610612755,1610612737
2298,0020901075,1610612761,1610612743
2299,0020901076,1610612738,1610612758
2300,0020901077,1610612751,1610612765
2301,0020901078,1610612760,1610612747
2302,0020901079,1610612749,1610612748
2303,0020901080,1610612759,1610612739
2304,0020901081,1610612756,1610612752
2305,0020901082,1610612764,1610612762
2306,0020901083,1610612741,1610612751
2307,0020901084,1610612740,1610612757
2308,0020901085,1610612745,1610612747
2309,0020901086,1610612744,1610612742
2310,0020901087,1610612739,1610612758
2311,0020901088,1610612749,1610612763
2312,0020901089,1610612737,1610612754
2313,0020901090,1610612765,1610612741
2314,0020901091,1610612748,1610612761
2315,0020901092,1610612753,1610612743
2316,0020901093,1610612750,1610612756
2317,0020901094,1610612760,1610612757
2318,0020901095,1610612738,1610612759
2319,0020901096,1610612746,1610612744
2320,0020901097,1610612766,1610612761
2321,0020901098,1610612751,1610612759
2322,0020901099,1610612740,1610612747
2323,0020901100,1610612742,1610612743
2324,0020901101,1610612762,1610612752
2325,0020901102,1610612754,1610612758
2326,0020901103,1610612755,1610612760
2327,0020901104,1610612741,1610612756
2328,0020901105,1610612749,1610612746
2329,0020901106,1610612745,1610612764
2330,0020901107,1610612737,1610612747
2331,0020901108,1610612766,1610612755
2332,0020901109,1610612739,1610612749
2333,0020901110,1610612761,1610612746
2334,0020901111,1610612738,1610612760
2335,0020901112,1610612765,1610612748
2336,0020901113,1610612751,1610612756
2337,0020901114,1610612763,1610612742
2338,0020901115,1610612750,1610612758
2339,0020901116,1610612740,1610612764
2340,0020901117,1610612759,1610612745
2341,0020901118,1610612757,1610612752
2342,0020901119,1610612762,1610612744
2343,0020901120,1610612742,1610612753
2344,0020901121,1610612743,1610612757
2345,0020901122,1610612766,1610612749
2346,0020901123,1610612754,1610612748
2347,0020901124,1610612764,1610612741
2348,0020901125,1610612738,1610612745
2349,0020901126,1610612739,1610612737
2350,0020901127,1610612765,1610612756
2351,0020901128,1610612763,1610612740
2352,0020901129,1610612759,1610612753
2353,0020901130,1610612744,1610612752
2354,0020901131,1610612747,1610612762
2355,0020901132,1610612755,1610612761
2356,0020901133,1610612737,1610612765
2357,0020901134,1610612751,1610612740
2358,0020901135,1610612741,1610612766
2359,0020901136,1610612750,1610612748
2360,0020901137,1610612742,1610612760
2361,0020901138,1610612749,1610612756
2362,0020901139,1610612743,1610612746
2363,0020901140,1610612758,1610612757
2364,0020901141,1610612738,1610612739
2365,0020901142,1610612747,1610612759
2366,0020901143,1610612754,1610612745
2367,0020901144,1610612753,1610612763
2368,0020901145,1610612761,1610612744
2369,0020901146,1610612764,1610612751
2370,0020901147,1610612760,1610612750
2371,0020901148,1610612746,1610612752
2372,0020901149,1610612766,1610612737
2373,0020901150,1610612739,1610612761
2374,0020901151,1610612755,1610612765
2375,0020901152,1610612764,1610612744
2376,0020901153,1610612752,1610612738
2377,0020901154,1610612741,1610612749
2378,0020901155,1610612763,1610612745
2379,0020901156,1610612762,1610612760
2380,0020901157,1610612758,1610612759
2381,0020901158,1610612754,1610612752
2382,0020901159,1610612761,1610612738
2383,0020901160,1610612765,1610612737
2384,0020901161,1610612748,1610612755
2385,0020901162,1610612749,1610612751
2386,0020901163,1610612750,1610612744
2387,0020901164,1610612740,1610612766
2388,0020901165,1610612760,1610612743
2389,0020901166,1610612753,1610612764
2390,0020901167,1610612742,1610612763
2391,0020901168,1610612745,1610612762
2392,0020901169,1610612746,1610612757
2393,0020901170,1610612756,1610612759
2394,0020901171,1610612741,1610612739
2395,0020901172,1610612758,1610612746
2396,0020901173,1610612743,1610612747
2397,0020901174,1610612753,1610612752
2398,0020901175,1610612755,1610612749
2399,0020901176,1610612737,1610612761
2400,0020901177,1610612738,1610612764
2401,0020901178,1610612739,1610612754
2402,0020901179,1610612748,1610612765
2403,0020901180,1610612750,1610612747
2404,0020901181,1610612751,1610612741
2405,0020901182,1610612740,1610612762
2406,0020901183,1610612760,1610612756
2407,0020901184,1610612745,1610612766
2408,0020901185,1610612759,1610612763
2409,0020901186,1610612757,1610612742
2410,0020901187,1610612766,1610612765
2411,0020901188,1610612754,1610612751
2412,0020901189,1610612764,1610612737
2413,0020901190,1610612763,1610612755
2414,0020901191,1610612749,1610612738
2415,0020901192,1610612743,1610612759
2416,0020901193,1610612758,1610612742
2417,0020901194,1610612746,1610612744
2418,0020901195,1610612739,1610612753
2419,0020901196,1610612747,1610612757
2420,0020901197,1610612761,1610612741
2421,0020901198,1610612740,1610612750
2422,0020901199,1610612752,1610612748
2423,0020901200,1610612744,1610612760
2424,0020901201,1610612756,1610612745
2425,0020901202,1610612754,1610612753
2426,0020901203,1610612755,1610612748
2427,0020901204,1610612765,1610612761
2428,0020901205,1610612751,1610612766
2429,0020901206,1610612752,1610612764
2430,0020901207,1610612749,1610612737
2431,0020901208,1610612759,1610612750
2432,0020901209,1610612743,1610612763
2433,0020901210,1610612757,1610612760
2434,0020901211,1610612758,1610612745
2435,0020901212,1610612746,1610612742
2436,0020901213,1610612741,1610612738
2437,0020901214,1610612744,1610612762
2438,0020901215,1610612747,1610612758
2439,0020901216,1610612756,1610612743
2440,0020901217,1610612737,1610612739
2441,0020901218,1610612738,1610612749
2442,0020901219,1610612766,1610612741
2443,0020901220,1610612742,1610612759
2444,0020901221,1610612745,1610612740
2445,0020901222,1610612748,1610612751
2446,0020901223,1610612750,1610612765
2447,0020901224,1610612760,1610612763
2448,0020901225,1610612753,1610612755
2449,0020901226,1610612761,1610612752
2450,0020901227,1610612764,1610612754
2451,0020901228,1610612746,1610612747
2452,0020901229,1610612757,1610612744
2453,0020901230,1610612762,1610612756
2454,0021000001,1610612738,1610612748
2455,0021000002,1610612757,1610612756
2456,0021000003,1610612747,1610612745
2457,0021000004,1610612739,1610612738
2458,0021000005,1610612751,1610612765
2459,0021000006,1610612755,1610612748
2460,0021000007,1610612761,1610612752
2461,0021000008,1610612763,1610612737
2462,0021000009,1610612750,1610612758
2463,0021000010,1610612740,1610612749
2464,0021000011,1610612760,1610612741
2465,0021000012,1610612742,1610612766
2466,0021000013,1610612759,1610612754
2467,0021000014,1610612743,1610612762
2468,0021000015,1610612744,1610612745
2469,0021000016,1610612746,1610612757
2470,0021000017,1610612753,1610612764
2471,0021000018,1610612762,1610612756
2472,0021000019,1610612766,1610612754
2473,0021000020,1610612751,1610612758
2474,0021000021,1610612755,1610612737
2475,0021000022,1610612761,1610612739
2476,0021000023,1610612738,1610612752
2477,0021000024,1610612765,1610612760
2478,0021000025,1610612748,1610612753
2479,0021000026,1610612750,1610612749
2480,0021000027,1610612740,1610612743
2481,0021000028,1610612742,1610612763
2482,0021000029,1610612744,1610612746
2483,0021000030,1610612756,1610612747
2484,0021000031,1610612737,1610612764
2485,0021000032,1610612739,1610612758
2486,0021000033,1610612752,1610612757
2487,0021000034,1610612754,1610612755
2488,0021000035,1610612741,1610612765
2489,0021000036,1610612763,1610612750
2490,0021000037,1610612745,1610612743
2491,0021000038,1610612749,1610612766
2492,0021000039,1610612759,1610612740
2493,0021000040,1610612751,1610612748
2494,0021000041,1610612746,1610612742
2495,0021000042,1610612760,1610612762
2496,0021000043,1610612747,1610612744
2497,0021000044,1610612741,1610612757
2498,0021000045,1610612758,1610612761
2499,0021000046,1610612746,1610612759
2500,0021000047,1610612739,1610612737
2501,0021000048,1610612764,1610612755
2502,0021000049,1610612765,1610612738
2503,0021000050,1610612748,1610612750
2504,0021000051,1610612752,1610612753
2505,0021000052,1610612749,1610612757
2506,0021000053,1610612747,1610612763
2507,0021000054,1610612737,1610612765
2508,0021000055,1610612751,1610612766
2509,0021000056,1610612753,1610612750
2510,0021000057,1610612755,1610612754
2511,0021000058,1610612738,1610612749
2512,0021000059,1610612745,1610612740
2513,0021000060,1610612743,1610612742
2514,0021000061,1610612762,1610612761
2515,0021000062,1610612756,1610612759
2516,0021000063,1610612744,1610612763
2517,0021000064,1610612746,1610612760
2518,0021000065,1610612758,1610612747
2519,0021000066,1610612741,1610612752
2520,0021000067,1610612757,1610612760
2521,0021000068,1610612754,1610612749
2522,0021000069,1610612753,1610612751
2523,0021000070,1610612755,1610612739
2524,0021000071,1610612765,1610612766
2525,0021000072,1610612752,1610612764
2526,0021000073,1610612738,1610612741
2527,0021000074,1610612750,1610612737
2528,0021000075,1610612740,1610612748
2529,0021000076,1610612756,1610612763
2530,0021000077,1610612743,1610612746
2531,0021000078,1610612744,1610612762
2532,0021000079,1610612747,1610612761
2533,0021000080,1610612766,1610612753
2534,0021000081,1610612764,1610612739
2535,0021000082,1610612748,1610612751
2536,0021000083,1610612749,1610612740
2537,0021000084,1610612759,1610612745
2538,0021000085,1610612742,1610612743
2539,0021000086,1610612762,1610612746
2540,0021000087,1610612757,1610612761
2541,0021000088,1610612758,1610612763
2542,0021000089,1610612752,1610612755
2543,0021000090,1610612737,1610612756
2544,0021000091,1610612765,1610612744
2545,0021000092,1610612745,1610612750
2546,0021000093,1610612760,1610612738
2547,0021000094,1610612747,1610612757
2548,0021000095,1610612766,1610612759
2549,0021000096,1610612753,1610612737
2550,0021000097,1610612761,1610612744
2551,0021000098,1610612741,1610612743
2552,0021000099,1610612763,1610612756
2553,0021000100,1610612742,1610612738
2554,0021000101,1610612754,1610612743
2555,0021000102,1610612751,1610612739
2556,0021000103,1610612748,1610612762
2557,0021000104,1610612749,1610612752
2558,0021000105,1610612740,1610612746
2559,0021000106,1610612757,1610612765
2560,0021000107,1610612747,1610612750
2561,0021000108,1610612737,1610612749
2562,0021000109,1610612753,1610612762
2563,0021000110,1610612761,1610612766
2564,0021000111,1610612764,1610612745
2565,0021000112,1610612739,1610612751
2566,0021000113,1610612752,1610612744
2567,0021000114,1610612763,1610612742
2568,0021000115,1610612760,1610612755
2569,0021000116,1610612759,1610612746
2570,0021000117,1610612758,1610612750
2571,0021000118,1610612748,1610612738
2572,0021000119,1610612741,1610612744
2573,0021000120,1610612743,1610612747
2574,0021000121,1610612737,1610612762
2575,0021000122,1610612754,1610612745
2576,0021000123,1610612753,1610612761
2577,0021000124,1610612764,1610612766
2578,0021000125,1610612750,1610612752
2579,0021000126,1610612742,1610612755
2580,0021000127,1610612756,1610612758
2581,0021000128,1610612760,1610612757
2582,0021000129,1610612746,1610612765
2583,0021000130,1610612766,1610612762
2584,0021000131,1610612751,1610612753
2585,0021000132,1610612739,1610612754
2586,0021000133,1610612748,1610612761
2587,0021000134,1610612741,1610612764
2588,0021000135,1610612763,1610612738
2589,0021000136,1610612740,1610612757
2590,0021000137,1610612749,1610612744
2591,0021000138,1610612759,1610612755
2592,0021000139,1610612737,1610612750
2593,0021000140,1610612758,1610612765
2594,0021000141,1610612760,1610612759
2595,0021000142,1610612752,1610612745
2596,0021000143,1610612747,1610612756
2597,0021000144,1610612766,1610612750
2598,0021000145,1610612753,1610612763
2599,0021000146,1610612742,1610612740
2600,0021000147,1610612756,1610612743
2601,0021000148,1610612762,1610612760
2602,0021000149,1610612744,1610612765
2603,0021000150,1610612746,1610612751
2604,0021000151,1610612739,1610612755
2605,0021000152,1610612754,1610612737
2606,0021000153,1610612764,1610612761
2607,0021000154,1610612763,1610612757
2608,0021000155,1610612749,1610612747
2609,0021000156,1610612745,1610612741
2610,0021000157,1610612743,1610612752
2611,0021000158,1610612748,1610612756
2612,0021000159,1610612755,1610612761
2613,0021000160,1610612738,1610612764
2614,0021000161,1610612765,1610612747
2615,0021000162,1610612750,1610612746
2616,0021000163,1610612740,1610612742
2617,0021000164,1610612760,1610612745
2618,0021000165,1610612762,1610612751
2619,0021000166,1610612759,1610612741
2620,0021000167,1610612758,1610612752
2621,0021000168,1610612754,1610612746
2622,0021000169,1610612753,1610612756
2623,0021000170,1610612757,1610612743
2624,0021000171,1610612738,1610612760
2625,0021000172,1610612755,1610612749
2626,0021000173,1610612761,1610612745
2627,0021000174,1610612764,1610612763
2628,0021000175,1610612748,1610612766
2629,0021000176,1610612750,1610612747
2630,0021000177,1610612740,1610612739
2631,0021000178,1610612762,1610612759
2632,0021000179,1610612742,1610612741
2633,0021000180,1610612758,1610612751
2634,0021000181,1610612744,1610612752
2635,0021000182,1610612766,1610612756
2636,0021000183,1610612754,1610612753
2637,0021000184,1610612737,1610612742
2638,0021000185,1610612763,1610612748
2639,0021000186,1610612749,1610612760
2640,0021000187,1610612759,1610612739
2641,0021000188,1610612743,1610612751
2642,0021000189,1610612757,1610612762
2643,0021000190,1610612746,1610612752
2644,0021000191,1610612761,1610612738
2645,0021000192,1610612765,1610612764
2646,0021000193,1610612758,1610612740
2647,0021000194,1610612747,1610612744
2648,0021000195,1610612737,1610612738
2649,0021000196,1610612748,1610612754
2650,0021000197,1610612760,1610612750
2651,0021000198,1610612745,1610612756
2652,0021000199,1610612759,1610612753
2653,0021000200,1610612762,1610612758
2654,0021000201,1610612744,1610612743
2655,0021000202,1610612746,1610612740
2656,0021000203,1610612754,1610612739
2657,0021000204,1610612751,1610612737
2658,0021000205,1610612764,1610612755
2659,0021000206,1610612752,1610612766
2660,0021000207,1610612742,1610612765
2661,0021000208,1610612747,1610612741
2662,0021000209,1610612766,1610612752
2663,0021000210,1610612739,1610612749
2664,0021000211,1610612761,1610612755
2665,0021000212,1610612738,1610612751
2666,0021000213,1610612753,1610612748
2667,0021000214,1610612763,1610612765
2668,0021000215,1610612750,1610612759
2669,0021000216,1610612760,1610612742
2670,0021000217,1610612745,1610612744
2671,0021000218,1610612756,1610612741
2672,0021000219,1610612762,1610612740
2673,0021000220,1610612737,1610612764
2674,0021000221,1610612746,1610612758
2675,0021000222,1610612766,1610612745
2676,0021000223,1610612753,1610612739
2677,0021000224,1610612738,1610612761
2678,0021000225,1610612765,1610612749
2679,0021000226,1610612748,1610612755
2680,0021000227,1610612754,1610612760
2681,0021000228,1610612759,1610612742
2682,0021000229,1610612743,1610612741
2683,0021000230,1610612756,1610612746
2684,0021000231,1610612762,1610612747
2685,0021000232,1610612763,1610612744
2686,0021000233,1610612757,1610612740
2687,0021000234,1610612752,1610612737
2688,0021000235,1610612764,1610612753
2689,0021000236,1610612739,1610612763
2690,0021000237,1610612755,1610612751
2691,0021000238,1610612750,1610612744
2692,0021000239,1610612742,1610612748
2693,0021000240,1610612749,1610612766
2694,0021000241,1610612758,1610612741
2695,0021000242,1610612761,1610612737
2696,0021000243,1610612765,1610612752
2697,0021000244,1610612740,1610612759
2698,0021000245,1610612746,1610612762
2699,0021000246,1610612751,1610612757
2700,0021000247,1610612745,1610612760
2701,0021000248,1610612743,1610612756
2702,0021000249,1610612747,1610612754
2703,0021000250,1610612748,1610612764
2704,0021000251,1610612760,1610612740
2705,0021000252,1610612742,1610612745
2706,0021000253,1610612762,1610612749
2707,0021000254,1610612739,1610612738
2708,0021000255,1610612753,1610612765
2709,0021000256,1610612755,1610612757
2710,0021000257,1610612752,1610612751
2711,0021000258,1610612763,1610612747
2712,0021000259,1610612758,1610612754
2713,0021000260,1610612744,1610612759
2714,0021000261,1610612737,1610612763
2715,0021000262,1610612751,1610612760
2716,0021000263,1610612761,1610612764
2717,0021000264,1610612738,1610612757
2718,0021000265,1610612748,1610612765
2719,0021000266,1610612741,1610612753
2720,0021000267,1610612740,1610612766
2721,0021000268,1610612742,1610612750
2722,0021000269,1610612745,1610612747
2723,0021000270,1610612743,1610612749
2724,0021000271,1610612762,1610612754
2725,0021000272,1610612746,1610612759
2726,0021000273,1610612739,1610612748
2727,0021000274,1610612744,1610612756
2728,0021000275,1610612766,1610612751
2729,0021000276,1610612761,1610612760
2730,0021000277,1610612764,1610612757
2731,0021000278,1610612737,1610612755
2732,0021000279,1610612765,1610612753
2733,0021000280,1610612738,1610612741
2734,0021000281,1610612763,1610612745
2735,0021000283,1610612759,1610612750
2736,0021000284,1610612743,1610612746
2737,0021000285,1610612756,1610612754
2738,0021000286,1610612762,1610612742
2739,0021000287,1610612747,1610612758
2740,0021000288,1610612748,1610612737
2741,0021000290,1610612741,1610612745
2742,0021000291,1610612750,1610612739
2743,0021000292,1610612749,1610612753
2744,0021000293,1610612758,1610612742
2745,0021000294,1610612751,1610612738
2746,0021000295,1610612761,1610612752
2747,0021000296,1610612765,1610612739
2748,0021000297,1610612760,1610612744
2749,0021000298,1610612759,1610612740
2750,0021000299,1610612743,1610612763
2751,0021000300,1610612756,1610612764
2752,0021000301,1610612757,1610612746
2753,0021000302,1610612754,1610612761
2754,0021000303,1610612753,1610612737
2755,0021000304,1610612752,1610612750
2756,0021000305,1610612741,1610612760
2757,0021000306,1610612749,1610612748
2758,0021000307,1610612762,1610612763
2759,0021000308,1610612746,1610612758
2760,0021000309,1610612737,1610612751
2761,0021000310,1610612766,1610612743
2762,0021000311,1610612755,1610612739
2763,0021000312,1610612742,1610612744
2764,0021000313,1610612745,1610612765
2765,0021000314,1610612757,1610612756
2766,0021000315,1610612747,1610612764
2767,0021000316,1610612738,1610612743
2768,0021000317,1610612739,1610612741
2769,0021000318,1610612752,1610612761
2770,0021000319,1610612749,1610612754
2771,0021000320,1610612750,1610612760
2772,0021000321,1610612740,1610612765
2773,0021000322,1610612759,1610612744
2774,0021000323,1610612756,1610612763
2775,0021000324,1610612762,1610612748
2776,0021000325,1610612758,1610612764
2777,0021000326,1610612746,1610612747
2778,0021000327,1610612755,1610612738
2779,0021000328,1610612742,1610612751
2780,0021000329,1610612757,1610612753
2781,0021000330,1610612754,1610612766
2782,0021000331,1610612761,1610612743
2783,0021000332,1610612764,1610612752
2784,0021000333,1610612741,1610612747
2785,0021000334,1610612750,1610612765
2786,0021000335,1610612740,1610612760
2787,0021000336,1610612749,1610612745
2788,0021000337,1610612759,1610612737
2789,0021000338,1610612756,1610612757
2790,0021000339,1610612762,1610612753
2791,0021000340,1610612744,1610612748
2792,0021000341,1610612746,1610612763
2793,0021000342,1610612737,1610612754
2794,0021000343,1610612766,1610612738
2795,0021000344,1610612765,1610612761
2796,0021000345,1610612741,1610612750
2797,0021000346,1610612742,1610612762
2798,0021000347,1610612745,1610612739
2799,0021000348,1610612758,1610612748
2800,0021000349,1610612752,1610612743
2801,0021000350,1610612755,1610612740
2802,0021000351,1610612751,1610612747
2803,0021000352,1610612760,1610612739
2804,0021000353,1610612759,1610612757
2805,0021000354,1610612746,1610612753
2806,0021000355,1610612748,1610612740
2807,0021000356,1610612741,1610612754
2808,0021000357,1610612763,1610612757
2809,0021000358,1610612742,1610612749
2810,0021000359,1610612762,1610612744
2811,0021000360,1610612766,1610612761
2812,0021000361,1610612751,1610612755
2813,0021000362,1610612764,1610612747
2814,0021000363,1610612765,1610612737
2815,0021000364,1610612745,1610612758
2816,0021000365,1610612743,1610612753
2817,0021000366,1610612744,1610612750
2818,0021000367,1610612754,1610612747
2819,0021000368,1610612752,1610612738
2820,0021000369,1610612755,1610612746
2821,0021000370,1610612761,1610612741
2822,0021000371,1610612748,1610612739
2823,0021000372,1610612763,1610612766
2824,0021000373,1610612740,1610612758
2825,0021000374,1610612760,1610612745
2826,0021000375,1610612759,1610612749
2827,0021000376,1610612756,1610612750
2828,0021000377,1610612742,1610612757
2829,0021000378,1610612751,1610612764
2830,0021000379,1610612738,1610612737
2831,0021000380,1610612743,1610612759
2832,0021000381,1610612754,1610612739
2833,0021000382,1610612752,1610612748
2834,0021000383,1610612755,1610612747
2835,0021000384,1610612761,1610612751
2836,0021000385,1610612737,1610612766
2837,0021000386,1610612765,1610612746
2838,0021000387,1610612740,1610612762
2839,0021000388,1610612760,1610612758
2840,0021000389,1610612745,1610612763
2841,0021000390,1610612742,1610612756
2842,0021000391,1610612757,1610612750
2843,0021000392,1610612753,1610612755
2844,0021000393,1610612764,1610612748
2845,0021000394,1610612739,1610612752
2846,0021000395,1610612741,1610612746
2847,0021000396,1610612749,1610612762
2848,0021000397,1610612759,1610612763
2849,0021000398,1610612743,1610612750
2850,0021000399,1610612757,1610612744
2851,0021000400,1610612738,1610612754
2852,0021000401,1610612751,1610612737
2853,0021000402,1610612761,1610612747
2854,0021000403,1610612765,1610612740
2855,0021000404,1610612758,1610612745
2856,0021000405,1610612760,1610612756
2857,0021000406,1610612737,1610612753
2858,0021000407,1610612739,1610612762
2859,0021000408,1610612754,1610612740
2860,0021000409,1610612764,1610612766
2861,0021000410,1610612748,1610612742
2862,0021000411,1610612759,1610612756
2863,0021000412,1610612757,1610612749
2864,0021000413,1610612744,1610612745
2865,0021000414,1610612746,1610612750
2866,0021000415,1610612766,1610612760
2867,0021000416,1610612753,1610612742
2868,0021000417,1610612741,1610612755
2869,0021000418,1610612763,1610612751
2870,0021000419,1610612758,1610612744
2871,0021000420,1610612747,1610612749
2872,0021000421,1610612737,1610612739
2873,0021000422,1610612761,1610612765
2874,0021000423,1610612764,1610612741
2875,0021000424,1610612738,1610612755
2876,0021000425,1610612752,1610612760
2877,0021000426,1610612750,1610612762
2878,0021000427,1610612740,1610612751
2879,0021000428,1610612759,1610612743
2880,0021000429,1610612746,1610612745
2881,0021000430,1610612753,1610612759
2882,0021000431,1610612758,1610612749
2883,0021000432,1610612756,1610612748
2884,0021000433,1610612752,1610612741
2885,0021000434,1610612753,1610612738
2886,0021000435,1610612747,1610612748
2887,0021000436,1610612760,1610612743
2888,0021000437,1610612744,1610612757
2889,0021000438,1610612746,1610612756
2890,0021000439,1610612739,1610612750
2891,0021000440,1610612765,1610612741
2892,0021000441,1610612754,1610612763
2893,0021000442,1610612740,1610612737
2894,0021000443,1610612759,1610612764
2895,0021000444,1610612743,1610612755
2896,0021000445,1610612766,1610612765
2897,0021000446,1610612751,1610612753
2898,0021000447,1610612763,1610612761
2899,0021000448,1610612749,1610612737
2900,0021000449,1610612750,1610612740
2901,0021000450,1610612760,1610612742
2902,0021000451,1610612745,1610612764
2903,0021000452,1610612762,1610612757
2904,0021000453,1610612758,1610612746
2905,0021000454,1610612744,1610612755
2906,0021000455,1610612739,1610612753
2907,0021000456,1610612754,1610612738
2908,0021000457,1610612748,1610612752
2909,0021000458,1610612741,1610612749
2910,0021000459,1610612742,1610612761
2911,0021000460,1610612759,1610612747
2912,0021000461,1610612743,1610612757
2913,0021000462,1610612737,1610612744
2914,0021000463,1610612766,1610612739
2915,0021000464,1610612764,1610612754
2916,0021000465,1610612765,1610612738
2917,0021000466,1610612750,1610612743
2918,0021000467,1610612740,1610612747
2919,0021000468,1610612760,1610612751
2920,0021000469,1610612745,1610612748
2921,0021000470,1610612756,1610612755
2922,0021000471,1610612758,1610612763
2923,0021000472,1610612746,1610612762
2924,0021000473,1610612753,1610612752
2925,0021000474,1610612742,1610612759
2926,0021000475,1610612757,1610612762
2927,0021000476,1610612738,1610612740
2928,0021000477,1610612766,1610612744
2929,0021000478,1610612754,1610612764
2930,0021000479,1610612741,1610612751
2931,0021000480,1610612745,1610612761
2932,0021000481,1610612760,1610612737
2933,0021000482,1610612756,1610612765
2934,0021000483,1610612747,1610612755
2935,0021000484,1610612764,1610612740
2936,0021000485,1610612741,1610612739
2937,0021000486,1610612748,1610612744
2938,0021000487,1610612750,1610612751
2939,0021000488,1610612759,1610612760
2940,0021000489,1610612749,1610612742
2941,0021000490,1610612743,1610612758
2942,0021000491,1610612762,1610612763
2943,0021000492,1610612752,1610612754
2944,0021000493,1610612746,1610612737
2945,0021000494,1610612761,1610612738
2946,0021000495,1610612739,1610612742
2947,0021000496,1610612757,1610612745
2948,0021000497,1610612758,1610612756
2949,0021000498,1610612747,1610612763
2950,0021000499,1610612766,1610612748
2951,0021000500,1610612753,1610612744
2952,0021000501,1610612738,1610612750
2953,0021000502,1610612740,1610612755
2954,0021000503,1610612743,1610612745
2955,0021000504,1610612762,1610612765
2956,0021000505,1610612748,1610612749
2957,0021000506,1610612752,1610612759
2958,0021000507,1610612741,1610612761
2959,0021000508,1610612763,1610612760
2960,0021000509,1610612742,1610612757
2961,0021000510,1610612758,1610612737
2962,0021000511,1610612747,1610612765
2963,0021000512,1610612739,1610612761
2964,0021000513,1610612751,1610612741
2965,0021000514,1610612753,1610612749
2966,0021000515,1610612755,1610612764
2967,0021000516,1610612738,1610612759
2968,0021000517,1610612750,1610612766
2969,0021000518,1610612740,1610612744
2970,0021000519,1610612745,1610612757
2971,0021000520,1610612762,1610612737
2972,0021000521,1610612756,1610612747
2973,0021000522,1610612746,1610612743
2974,0021000523,1610612742,1610612760
2975,0021000524,1610612758,1610612743
2976,0021000525,1610612754,1610612759
2977,0021000526,1610612755,1610612741
2978,0021000527,1610612764,1610612751
2979,0021000528,1610612738,1610612761
2980,0021000529,1610612753,1610612745
2981,0021000530,1610612763,1610612762
2982,0021000531,1610612750,1610612757
2983,0021000532,1610612749,1610612748
2984,0021000533,1610612756,1610612752
2985,0021000534,1610612744,1610612739
2986,0021000535,1610612747,1610612740
2987,0021000536,1610612737,1610612754
2988,0021000537,1610612766,1610612764
2989,0021000538,1610612751,1610612749
2990,0021000539,1610612765,1610612755
2991,0021000540,1610612741,1610612738
2992,0021000541,1610612760,1610612763
2993,0021000542,1610612742,1610612753
2994,0021000543,1610612745,1610612762
2995,0021000544,1610612761,1610612758
2996,0021000545,1610612746,1610612744
2997,0021000546,1610612759,1610612750
2998,0021000547,1610612756,1610612739
2999,0021000548,1610612743,1610612740
3000,0021000549,1610612757,1610612748
3001,0021000550,1610612747,1610612752
3002,0021000551,1610612766,1610612763
3003,0021000552,1610612738,1610612745
3004,0021000553,1610612741,1610612765
3005,0021000555,1610612755,1610612754
3006,0021000556,1610612764,1610612758
3007,0021000557,1610612750,1610612759
3008,0021000558,1610612743,1610612756
3009,0021000559,1610612757,1610612752
3010,0021000560,1610612747,1610612739
3011,0021000561,1610612766,1610612741
3012,0021000562,1610612754,1610612742
3013,0021000563,1610612761,1610612737
3014,0021000564,1610612738,1610612758
3015,0021000565,1610612765,1610612763
3016,0021000566,1610612749,1610612759
3017,0021000568,1610612745,1610612760
3018,0021000569,1610612756,1610612751
3019,0021000570,1610612762,1610612752
3020,0021000571,1610612744,1610612747
3021,0021000572,1610612746,1610612748
3022,0021000573,1610612750,1610612764
3023,0021000574,1610612760,1610612753
3024,0021000575,1610612743,1610612748
3025,0021000576,1610612754,1610612741
3026,0021000577,1610612755,1610612749
3027,0021000578,1610612761,1610612765
3028,0021000580,1610612752,1610612758
3029,0021000581,1610612759,1610612742
3030,0021000582,1610612745,1610612740
3031,0021000583,1610612762,1610612739
3032,0021000584,1610612756,1610612757
3033,0021000585,1610612744,1610612746
3034,0021000586,1610612747,1610612751
